GUID,Title,Abstract,status,"file url","Download count",URL,"Preprint DOI","Publisher DOI","Date created","Date modified"
7bvwp,"Polyethylene terephthalate fibers with exotic microstructures [The Lost Archive Digitalization Program; OCR Report Index: 181906-2].","Polyethylene terephthalate fibers with exotic microstructures [The Lost Archive Digitalization Program; OCR Report Index: 181906-2].",1,https://api.osf.io/v2/files/5cd8180ef8214b00198a6738/,328,https://engrxiv.org/7bvwp/,10.31224/osf.io/7bvwp,,2019-05-13T14:04:04.002267,2019-05-13T14:04:22.859399
qud3y,"Polyethylene terephthalate technical sample [The Lost Archive Digitalization Program; OCR Report Index: 181906].","OCR Report Index: 181906; Object: Polyethylene terephthalate film sample. DEFIN.: Polyethylene terephthalate (sometimes written poly(ethylene terephthalate)), commonly abbreviated PET, PETE, or the obsolete PETP or PET-P, is the most common thermoplastic polymer resin of the polyester family and is used in fibres for clothing, containers for liquids and foods, thermoforming for manufacturing, and in combination with glass fibre for engineering resins.",1,https://api.osf.io/v2/files/5cd80d2ff244ec001ee6f331/,281,https://engrxiv.org/qud3y/,10.31224/osf.io/qud3y,,2019-05-13T14:04:44.386456,2019-05-13T14:05:01.601029
8rx9q,"Second-generation composites from recycled wind turbine blades","The demand for wind and other forms of clean energy is increasing in the US and throughout the world. Wind energy is also expected to provide 14.9% of the global electricity demand by 2020. Under this scenario, a significant amount of wind turbine blades (WTBs) will continue to burden our current landfills until a viable recycling strategy is found. Repurposing or recycling of end- of-use wind turbine blade material will provide both economic and environmental attributes.",1,https://api.osf.io/v2/files/5cd7ba44054f5b00175db66b/,587,https://engrxiv.org/8rx9q/,10.31224/osf.io/8rx9q,,2019-05-13T13:53:47.870050,2019-06-21T23:36:22.794811
xge6z,"Characterization of the physical properties of extruded composites from recycled wind turbine blade material","Wind turbine blades (WTB) mechanically recycled and used as a feedstock for thermoplastic composites. Physical properties (water sorption (WA), Thickness swelling (TS)) dataset of composites made from recycled wind turbine blades presented. Dataset also presented the influence of resin level, mill screen size and coupling agents on the physical properties of composites.",1,https://api.osf.io/v2/files/5cd7b5ab054f5b00175db058/,298,https://engrxiv.org/xge6z/,10.31224/osf.io/xge6z,,2019-05-13T13:51:50.522607,2020-07-16T23:06:56.479707
axknf,"Experimental data on the mechanical properties of extruded composites from recycled wind turbine blade material","The wind turbine blades (WTB) that face end-of-life was first mechanically milled and classified through a range of varying screen sizes. We then blended this with high density polyethylene (HDPE) thermoplastic resin and extruded it to a profiled composite. We determined the influence of refined particle size, resin content and coupling agents (maleic anhydride polyethylene (MAPE) and methacryloxypropyltriethoxysilane (Silane)) on the mechanical properties of recycled composites [1].",1,https://api.osf.io/v2/files/5cd7b46cf244ec0020e41674/,295,https://engrxiv.org/axknf/,10.31224/osf.io/axknf,,2019-05-13T13:49:25.150941,2019-05-13T13:49:41.598525
2fdut,"Equivalent Neutral Axis for Structural Condition Assessment using Multi-sensor Fusion","Damage detection is one of the primary purposes of structural health monitoring. Since neutral axis location changes have been considered to be sensitive damage indicators, extensive research efforts have been devoted to developing effective and accurate neutral axis estimation methods, although challenges remain in real-world applications. This report proposes a novel structural condition assessment method using an equivalent neutral axis (ENA) at each location at which a sensor is installed that can be estimated based on acceleration and strain measurements. Numerical simulations were conducted using a simply supported steel beam model to investigate the effect of the ENA with respect to the sensor configuration and damage level. The proposed method was also applied to a numerical reinforced concrete beam model to further validate the ENA as a damage indicator, thus proving the sensitivity of the ENA to structural damage",1,https://api.osf.io/v2/files/5cd4f2d7f244ec001fe355d1/,287,https://engrxiv.org/2fdut/,10.31224/osf.io/2fdut,,2019-05-10T15:18:12.501669,2019-05-10T15:18:41.506909
csvfh,"Toward coordinated transmission and distribution operations","Proliferation of smart grid technologies has enhanced observability and controllability of distribution systems. If coordinated with the transmission system, resources of both systems can be used more efﬁciently. This paper proposes a model to operate transmission and distribution systems in a coordinated manner. The proposed model is solved using a Surrogate Lagrangian Relaxation (SLR) approach. The computational performance of this approach is compared against existing methods (e.g. subgradient method). Finally, the usefulness of the proposed model and solution approach is demonstrated via numerical experiments on the illustrative example and IEEE benchmarks.",1,https://api.osf.io/v2/files/5cd1f38978f7c7001a092a11/,308,https://engrxiv.org/csvfh/,10.31224/osf.io/csvfh,,2019-05-07T21:15:09.904127,2019-05-07T21:16:21.422319
evd92,"Coefficient of Linear Thermal Expansion (CLTE) dataset of extruded composites from recycled wind turbine blade material","The coefficient of linear thermal expansion (CLTE often referred to as “α”) is a material property which characterizes the ability of a plastic to expand under the effect of temperature elevation. We determined CLTE of extruded fiber-reinforced composites manufactured from recycled wind turbine blade (rWTB) material by considering the influence of particle size, resin content and MAPE as a coupling agent [1].",1,https://api.osf.io/v2/files/5ccfda7078c993001ed3737d/,284,https://engrxiv.org/evd92/,10.31224/osf.io/evd92,,2019-05-06T14:06:13.131187,2019-05-12T05:48:32.373277
2aub6,"LAB-ON-A-DISH RAPID PROTOTYPING AND MICROSCOPIC INVESTIGATIONS OF LAB-ON-A-DISH GEOMETRIES (INCLUDING DYE DIFFUSION STUDIES)","The problem of compatibilities of fluorescence techniques and polymer chips is resolved (as a part of the general chip optics problem) using microscopic investigations of polymer chip transparency in some different textural variances and microfluorimetric measurements of fluorescent dyes in the chip geometry. The problem of the soil chip prototyping is solved using 3D-printing based on some biocompatible and, so possible, biodegradable polymers. The basic complexity of experimental data is provided in the tables placed in the general article text. Is it possible to create multiparametric analytical technique for synchronous biocompatible soil microbiome analysis and monitoring? It is a general question for the real time environmental control. We can say “Yes”, but only if we have a minimal prerequisite case, which we have a good polymer, real “real time” analyzer, biocompatible and biodegradable coatings etc. In other cases the general problem of soil chip design is not a problem of engineering, but it is a problem of soil-chip interface chemical physics and physical chemistry. Such problem may be interpreted only as a principal physical, but not as a technical problem.",1,https://api.osf.io/v2/files/5cced497103390001a9bea6b/,412,https://engrxiv.org/2aub6/,10.31224/osf.io/2aub6,,2019-05-06T14:05:20.392018,2019-05-07T19:30:27.717172
6cjzf,"Using thermal transients at the outlet of electrical water heaters to recognise consumption patterns for heating schedule optimisation","In the midst of environmental concerns, and soaring energy costs and energy shortages, the efficiency of electrical household water heaters (EWHs) has been identified as an area with significant potential for savings. The benefits of applying optimised scheduling control for EWHs has been proven by various studies, however, little has been done to measure individual behaviour. This paper presents an alternative to the invasive and expensive solution of using water flow meters. A hardware and algorithmic solution is presented that uses thermal transients at the outlet of an EWH to measure consumption patterns. The results show that the approach is able to detect usage events with an accuracy of 91%. Despite the challenges related to thermal inaccuracies, event durations are estimated to within 2 minutes accuracy 79% of the time.",1,https://api.osf.io/v2/files/5ccec61278c993001cd31be1/,421,https://engrxiv.org/6cjzf/,10.31224/osf.io/6cjzf,10.1109/NTMS.2015.7266530,2019-05-06T14:03:31.127787,2020-07-16T22:59:19.061609
se8hx,"Can open-loop control algorithms solve the data center switching problem?","There is a world-wide push to create the next generation all-optical transmission and switching technologies for exascale data centers.  In this paper we focus on the switching fabrics.  Many different types of 2D architectures are being explored including MEMS/waveguides and semiconductor optical amplifiers.  However, these tend to suffer from high, path dependent losses and crosstalk issues.  The technologies with the best optical properties demonstrated to date in large fabrics (&gt;100 ports) are 3D MEMS beam steering approaches. These have low average insertion losses, and equally important, a narrow loss distribution. However, 3D MEMS fabrics are generally dismissed from serious consideration for this application because of their slow switching speeds (~few milliseconds) and costs ($100/port).  In this paper we show how novel feedforward open loop controls can solve both problems by improving switching speeds by two orders of magnitude and costs by one order of magnitude.  With these improvements in hand, we believe 3D MEMS fabrics can become the technology of choice for data centers.",1,https://api.osf.io/v2/files/5cccac8237b4fe001750dfef/,544,https://engrxiv.org/se8hx/,10.31224/osf.io/se8hx,,2019-05-04T01:40:12.011794,2020-07-16T22:59:32.854296
69puh,"Derivation, Design and Simulation of the Single-Ended Primary-Inductor Converter (SEPIC)","The purpose of the paper is to guide engineering students and ease their transition from the most basic DC-DC converter topologies to more advanced types. The buck, boost and buck-boost converters are the usual suspects in textbooks and engineering classes to introduce students to the basics of power electronics and switch mode power supplies. There is a gap of how detailed such second order DC-DC converters are described and the more advanced fourth order such as the Cuk, Zeta and Single-Ended Primary-Inductor Converter (SEPIC). This paper gives a detailed derivation of the equations governing the SEPIC. An example of sizing of components is presented for a range of input voltages and power levels. Finally the design is verified by a circuit simulation using LTSpice.",1,https://api.osf.io/v2/files/5ccae88e42c4b70018b68715/,1768,https://engrxiv.org/69puh/,10.31224/osf.io/69puh,,2019-05-02T14:27:43.843092,2019-05-03T13:30:02.343721
k82ca,"Polymer Nanocomposites having a High Filler Content: Synthesis, Structures, Properties, and Applications","The recent development of nanoscale fillers, such as carbon nanotube, graphene, and nanocellulose, allows the functionality of polymer nanocomposites to be controlled and enhanced. However, conventional synthesis methods of polymer nanocomposites cannot maximise the reinforcement of these nanofillers at high filler content. Approaches to the synthesis of high content filler polymer nanocomposites are suggested to facilitate future applications. The fabrication methods address design of the polymer nanocomposite architecture, which encompass one, two, and three dimensional morphology. Factors that hamper the reinforcement of nanostructures, such as alignment, dispersion of filler as well as interfacial bonding between filler and polymer are outlined. Using suitable approaches, maximum potential reinforcement of nanoscale filler can be anticipated without limitations in orientation, dispersion, and the integrity of the filler particle-matrix interface. High filler content polymer composites containing emerging materials such as 2D transition metal carbides, nitrides, and carbonitrides (MXenes) are expected in the future.",1,https://api.osf.io/v2/files/5cc8f48e42c4b70017b85869/,369,https://engrxiv.org/k82ca/,10.31224/osf.io/k82ca,10.1039/C9NR00117D,2019-05-01T16:01:37.771261,2020-07-16T22:51:13.958177
pkdwt,"Automated analysis of neck muscle boundaries for cervical dystonia  using ultrasound imaging and deep learning","Objective: To provide an automated visualization, pattern analysis and classification of neck muscle boundaries comparing cervical dystonia with healthy controls. Methods: We recorded transverse cervical ultrasound (US) images and whole-body motion analysis of sixty-one standing participants (35 cervical dystonia, 26 age matched controls). We manually annotated 3,100 images sampling a range of pitch, yaw, and roll head movements (2,000 this dataset, 1,100 previous dataset of 28 healthy participants), and trained, validated and tested a deep residual deconvolutional neural network (DCNN) to classify pixels to 13 categories (five paired neck muscles, skin, ligamentum nuchae, vertebra). For all participants in their normal standing posture, we generated held out DCNN segmented US images, extracted segmentation boundaries, transformed the boundaries to principal components and clustered the dystonia participants into two groups using their component scores. Results: For all segments, metrics of segmentation accuracy were Jaccard Index (50±21%) and Hausdorff Distance (5.8±4 mm). For the four deep muscle layers, their boundaries were used to predict central injection sites for each muscle with average precision 94±2%. Using 10-fold cross-validation to select predictive components, linear analysis of component scores identified two significant eigen-patterns discriminating Dystonia from Controls and classifying group membership (Dystonia1, Dystonia2, Control) correctly at 93.4%. Motion analysis showed the groups differed significantly according to head yaw-rotation posture and truncal posture. Conclusion: Neck muscle shape alone discriminates dystonia from healthy controls. Significance: Using deep learning, US imaging allows online, automated visualization, pattern analysis, diagnostic classification of cervical dystonia and segmentation of individual muscles for targeted injection.",1,https://api.osf.io/v2/files/5cc745a1d7dc3f00176ad441/,496,https://engrxiv.org/pkdwt/,10.31224/osf.io/pkdwt,,2019-04-29T21:21:05.443181,2019-04-30T13:50:33.624225
rdeq4,"Analytical modelling of thermal residual stresses and optimal design of ZrO2-(ZrO2+Ni) sandwich ceramics","The joining of ceramics with metals have been extensively used in applications requiring high strength and excellent heat insulation. However, evaluating the residual stress generated inevitably due to the mismatch in coefficients of thermal expansion of ceramic and metal is challenging, which is very important for fabrication and characterization of layered inhomogeneous material. A simplified analytical model considering the overall deformation compatibility is established to compute the interlaminar residual stresses of the ZrO2/(ZrO2+Ni) sandwich ceramics, which agrees well with the results obtained by the commercial finite element package. The effects of the thickness ratio of the transitional layer to the middle layer, and the number of transitional layers on the properties of the ZrO2/(ZrO2+Ni) sandwich ceramics are researched to obtain the optimal structure.",1,https://api.osf.io/v2/files/5cc72b6200a810001a5a59a7/,400,https://engrxiv.org/rdeq4/,10.31224/osf.io/rdeq4,10.1016/j.ceramint.2015.03.025,2019-04-29T17:50:02.115101,2020-07-16T22:48:22.274381
bvhzc,"Preparation and thermodynamic analysis of the porous functionally graded bolted joint","Ceramic-metal functionally graded materials (FGMs) have been extensively used in aerospace engineering where high strength and excellent heat insulation materials are desired. In this paper, the thermodynamic behavior of the Thermal Protection System (TPS) used bolted joints made up of porous ZrO2/(ZrO2+Ni) FGMs is investigated by finite-element (FE) modeling. The bolted joint is subjected to reentry heating corresponding to the Access to Space Vehicle. Thermodynamic simulations are carried out to yield the transient response of the porous ZrO2/(ZrO2+Ni) functionally graded bolted joint (FGBJ). The effects of the preload on the thermomechanical behavior and service reliability of the bolted joint are numerically analyzed in detail by ABAQUS codes. It is found that the preload relaxation of the bolted joint occurs at elevated temperature, and the preload has significant influence on service reliability of the bolted joint under transient thermomechanical circumstances. With the increase of the preload, stress concentration which occurs at the root of the first thread of the bolt increases rapidly and predominates in service reliability. Proper preload is thus defined to balance the service reliability and tightness of the bolted joint. Further studies show that the shape of the nut has a great effect on the stress concentration of the thread, the optimized nut is designed to reduce the stress concentration of the thread, and thus the reliability of the bolted joint is also improved.",1,https://api.osf.io/v2/files/5cc7210000a81000175be4ca/,391,https://engrxiv.org/bvhzc/,10.31224/osf.io/bvhzc,10.1016/j.compositesb.2015.07.018,2019-04-29T16:46:33.143636,2019-04-29T19:39:23.490648
3q479,"Measuring residual stress and its influence on properties of porous ZrO2-(ZrO2+Ni) ceramics","Ceramic-metal functionally graded materials (FGMs) have been extensively used in aerospace engineering where high strength and excellent heat insulation materials are desired. However, their performance depends highly on the internal residual stress, which is generated inevitably due to the thermal mismatch of ceramic and metal. In this paper, based on the nanoindentation test, the field distribution of the residual stress of porous ZrO2/(ZrO2+Ni) ceramic-metal FGMs is measured. The residual stress field measured by nanoindentation agrees qualitatively with the finite element simulation results. Then a constitutive relation is established to investigate the effects of residual stress on the macroscopic deformation behavior of porous ZrO2/(ZrO2+Ni) FGMs, which agrees well with the bending and compression experiments. It is found that residual stress can improve both the flexural strength and stiffness of the porous ZrO2/(ZrO2+Ni) FGMs, by densifying and compensating the tensile stress of the porous middle layer (ZrO2) during the bending process, respectively. However, it has no obvious influence on the ultimate compressive strength of the porous ZrO2/(ZrO2+Ni) FGMs, but mainly influences its initial stage of elastic deformation in the compressive behavior.",1,https://api.osf.io/v2/files/5cc71db700a81000185ac846/,386,https://engrxiv.org/3q479/,10.31224/osf.io/3q479,10.1016/j.msea.2014.11.018,2019-04-29T16:01:16.121585,2020-07-16T22:48:27.945291
ykrve,"A bibliometric contribution of the strategies of reverse logistics in waste electrical and electronic equipment (weee) management","In recent years, with the increasing of waste, the reverse logistics become an important strategy for meeting the necessaries of the society and work market. Among the huge amount of discard products are the waste electrical and electronic equipment (WEEE), which it has become a major problem for developing countries due to its harmful effects. This paper characterizes and analyses the bibliometric review of the reverse logistics strategies applied in Waste Electrical and Electronic Equipment (WEEE) Management. The methodological approach used is the systematic review of the literature, based on bibliometric theory, through consultation with the ISI Web bases of Science and Scopus, and their treatment by Excel and Mendeley software. For research was used ``Reverse Logistics'' and ``WEEE'' as an expressions key, generating a sample of 43 articles published. At the end of the study were presented descriptive analysis results with the identification of the years, authors, research source, countries and research methods, and a bibliometric analysis results by the number of citations.",1,https://api.osf.io/v2/files/5cc4976ed7dc3f00166a34c0/,518,https://engrxiv.org/ykrve/,10.31224/osf.io/ykrve,,2019-04-28T00:53:25.651262,2020-07-16T22:49:25.968886
nbh6c,"The Smart Engineering Curriculum","The increasing complexity entailed in training engineers for the Industry 4.0 workplace requires an approach beyond simply cramming more into the curriculum. The purpose of this paper is to problematise the relationship between layers of engineering that constitute the multidisciplinary systems which require contextualised and responsive engagement with data. Using a number of social realist analytical instruments, the forms of knowledge and related practices at different levels within the ‘smart engineering’ curriculum are interrogated and subsequently illustrated so as to guide pedagogic decisions. The intention of the research is primarily to enable students to effectively develop 1) integrated systems-level thinking, and 2) appropriate, interpretative data processing skills. There is a symbiotic and analogical relationship between the design of a curricular framework for the ‘smart engineer’ and the collaborative, interdisciplinary research approach: drawing on multiple perspectives and approaches from the hard and soft sciences enables a more informed educational design process.",1,https://api.osf.io/v2/files/5cc297d3e6878600171416d0/,431,https://engrxiv.org/nbh6c/,10.31224/osf.io/nbh6c,,2019-04-26T12:48:16.795916,2019-04-28T01:52:43.620183
v2afr,"Elaboration of thematic maps as a tool to support urban pavement management","Considering the fact that the pavement condition of municipal roads has considerable influence on urban mobility, appropriate management of this structure is necessary and requires a significant amount of financial resources and labour. The visualization of the pavement condition on thematic maps can optimize decision making and resource allocation. Thus, this work has as its main objective to elaborate thematic maps of the pavement condition and to evaluate the utility of these representations for allocation of investments intended to the maintenance of these structures. For that, thematic maps were created in QuantumGIS (QGIS) software, using the Value of the Surface Condition (VCS) of some sections evaluated in the city of Ribeirão Preto/SP. The results indicate that the visualization of this information through thematic representations, created in Geographic Information Systems (GIS), allow the pavement management to become more efficient, optimizing resource allocation and economizing in pavement valuation services.",1,https://api.osf.io/v2/files/5cc1bc4020c6e00018cceacd/,456,https://engrxiv.org/v2afr/,10.31224/osf.io/v2afr,,2019-04-26T00:36:59.278113,2020-07-16T21:36:23.487392
e2rtc,"Work in Progress: Aligning What We Want With What We Seek:  Increasing Comprehensive Review in the Graduate Admissions Process","To improve the identification of students likely to complete a graduate degree, we sought to change our process and the way we evaluate students for admission.  For this, we changed the application and review process to include an assessment of applicants’ non-cognitive variables based on Sedlacek’s work and the Fisk-Vanderbilt MS-PhD Bridge Program admissions model.  In 2016, our Materials Science and Engineering (MSE) Department piloted the incorporation of these changes.  Consequently, MSE increased the enrollment of women and underrepresented minority students by 19% and 57%, respectively and we will be evaluating the impact of the changes on performance metrics and completion rates over time.   Ahead of this application cycle, we have made changes to the applications of more of our graduate programs in the college.  Most recently, we were asked to create a plan for the university.  As changes continue, we will evaluate outcomes and impact within the college and across the university over time, which we hope will inform best practices for improving completion of graduate degrees and diversity of graduate programs.",1,https://api.osf.io/v2/files/5cc07257d9de11001f8043ea/,415,https://engrxiv.org/e2rtc/,10.31224/osf.io/e2rtc,,2019-04-24T15:08:18.049432,2019-04-24T15:12:23.388375
dh3ba,"Strengthening of the Panel Zone in Steel Moment Resisting Frames","Rehabilitation and retrofitting of structures designed in accordance to standard design codes is an essential practice in structural engineering and design. For steel structures, one of the challenges is to strengthen the panel zone as well as its analysis in moment-resisting frames. In this research, investigations were undertaken to analyze the influence of the panel zone in the response of structural frames through a computational approach using ETABS software. Moment-resisting frames of six stories were studied in supposition of real panel zone, different values of rigid zone factor, different thickness of double plates, and both double plates and rigid zone factor together. The frames were analyzed, designed and validated in accordance to Iranian steel building code. The results of drift values for six stories building models were plotted. After verifying and comparing the results, the findings showed that the rigidity lead to reduction in drifts of frames and also as a result, lower rigidity will be used for high rise building and higher rigidity will be used for low rise building. In frames with story drifts more than the permitted rate, where the frames are considered as the weaker panel zone area, the story drifts can be limited by strengthening the panel zone with double plates. It should be noted that higher thickness of double plates and higher rigidity of panel zone will result in enhancement of the non-linear deformation rates in beam elements. The resulting deformations of the panel zone due to this modification can have significant influence on the elastic and inelastic behavior of the frames.",1,https://api.osf.io/v2/files/5cbf5273870f9f0017201f03/,831,https://engrxiv.org/dh3ba/,10.31224/osf.io/dh3ba,,2019-04-23T18:49:09.687736,2020-07-16T21:37:22.712510
wxhpt,"R-Selected Spacecraft","This paper introduces R-selected spacecraft as a field of study that draws from concepts in ecology, and introduces the Monarch spacecraft as a case study for a system designed in accordance with the principles of this field. The Monarch is a 2.5-gram spacecraft that is the first to trade quantity, rather than cost, for low mission risk. By taking advantage of recent technological advancements in unrelated disciplines and taking a statistical approach to mission assurance, R-selected spacecraft open the door to an entirely new paradigm in space access and exploration. This paper describes the challenges and advantages unique to gram-scale, R-selected spacecraft. It also presents a number of use cases --- involving distributed in-situ sensing and planetary science --- that are unique to spacecraft of the Monarch's diminutive size and large quantity. Results from simulated lunar impact survival tests and a case-study planetary science mission are presented and discussed, suggesting one particular use case.  Video demonstrations of distributed sensing, leaderless cooperation, routing, actuation, GPS acquisition, and powering are provided in the supplementary materials to illustrate the viability of some entirely new mission concepts.",1,https://api.osf.io/v2/files/5cbdcfaea3bc970018f92bfc/,639,https://engrxiv.org/wxhpt/,10.31224/osf.io/wxhpt,,2019-04-22T14:48:10.705581,2019-08-16T15:37:08.255126
5d3sr,"Development of a national-scale real-time Twitter data mining pipeline for social geodata on the potential impacts of flooding on communities","Social media, particularly Twitter, is increasingly used to improve resilience during extreme weather events/emergency management situations, including floods: by communicating potential risks and their impacts, and informing agencies and responders. In this paper, we developed a prototype national-scale Twitter data mining pipeline for improved stakeholder situational awareness during flooding events across Great Britain, by retrieving relevant social geodata, grounded in environmental data sources (flood warnings and river levels). With potential users we identified and addressed three research questions to develop this application, whose components constitute a modular architecture for real-time dashboards. First, polling national flood warning and river level Web data sources to obtain at-risk locations. Secondly, real-time retrieval of geotagged tweets, proximate to at-risk areas. Thirdly, filtering flood-relevant tweets with natural language processing and machine learning libraries, using word embeddings of tweets. We demonstrated the national-scale social geodata pipeline using over 420,000 georeferenced tweets obtained between 20 and 29th June 2016.",1,https://api.osf.io/v2/files/5cbda657353c58001c9f0a65/,605,https://engrxiv.org/5d3sr/,10.31224/osf.io/5d3sr,10.1016/j.envsoft.2018.11.013,2019-04-22T13:43:03.894642,2019-04-22T13:43:21.470617
w63cr,"Computational optimized finite element modelling of mechanical interaction of concrete with fiber reinforced polymer","This paper presents a computational rational model to predict the ultimate and optimized load capacity of reinforced concrete (RC) beams strengthened by a combination of longitudinal and transverse fiber reinforced polymer (FRP) composite plates/sheets (flexure and shear strengthening system). Several experimental and analytical studies on the confinement effect and failure mechanisms of fiber reinforced polymer (FRP) wrapped columns have been conducted over recent years. Although typical axial members are large-scale square/ rectangular reinforced concrete (RC) columns in practice, the majority of such studies have concentrated on the behavior of small-scale circular concrete specimens. A high performance concrete, known as polymer concrete, made up of natural aggregates and an orthophthalic polyester binder, reinforced with non-metallic bars (glass reinforced polymer) has been studied. The material is described at micro and macro level, presenting the key physical and mechanical properties using different experimental techniques. Furthermore, a full description of non-metallic bars is presented to evaluate its structural expectancies, embedded in the polymer concrete matrix. In this paper, the mechanism of mechanical interaction of smooth and lugged FRP rods with concrete is presented. A general modeling and application of various elements are demonstrated. The contact parameters are defined and the procedures of calculation and evaluation of contact parameters are introduced. The method of calibration of the calculated parameters is presented. Finally, the numerical results are obtained for different bond parameters which show a good agreement with experimental results reported in literature",1,https://api.osf.io/v2/files/5cb805573992690017132d65/,654,https://engrxiv.org/w63cr/,10.31224/osf.io/w63cr,10.12989/cac.2019.23.1.061,2019-04-18T15:44:49.027563,2019-04-18T15:58:03.508183
dr2ua,"Effects of external mechanical loading on stress generation during lithiation in Li-ion battery electrodes","Li-ion batteries are ineluctably subjected to external mechanical loading or stress gradient. Such stress can be induced in battery electrode during fabrication and under normal operation. In this paper, we develop a model for stresses generated during lithiation in the thin plate electrode considering the effects of external mechanical loading. It is found that diffusion-induced stresses are asymmetrically distributed through the thickness of plate due to the coupling effects of asymmetrically distributed external mechanical stress. At the very early stage during Li-ions insertion, the effects of the external mechanical loading is quite limited and unobvious. With the diffusion time increasing, the external mechanical loading exerts a significant influence on the evolution of stresses generated in the electrode. External compressed electrode is inclined to increase the value of stresses generated during lithiation, while external tensed electrode tends to decrease the value of stresses, and as the diffusion time increases, the effects of the external mechanical loading on the stresses generated during lithiation become more obvious.",1,https://api.osf.io/v2/files/5cb5a08b3992690017117970/,392,https://engrxiv.org/dr2ua/,10.31224/osf.io/dr2ua,10.1016/j.electacta.2015.10.097,2019-04-16T14:51:41.327198,2019-04-16T14:58:32.327891
4avfr,"Peridynamic modeling of fracture in ﬁber-reinforced composites","This paper studies the eﬀect of ﬁber volume fraction and ﬁber length on fracture behaviour of reinforced concrete structures. Cementitious material is modeled using the non-ordinary state-based peridynamic theory. The nonlocal meshfree peridynamic method uniﬁes mechanics of continuous and discontinuous media and thus is well-suited in simulating discontinuities such as cracks compared to the traditional mesh-based ﬁnite element method. In addition, the non-ordinary state-based peridynamics enables us to incorporate classical constitutive equations and damage criterion. Furthermore, in order to incorporate ﬁber within the cementitious composite, a modiﬁed semi-discrete model is introduced. A two-dimensional rectangular notched model is developed to study the eﬀect of ﬁber amount and ﬁber length on mechanical response of cementitious composite and also on damage propagation pattern. Suﬃcient number of simulations are performed to statistically characterize the eﬀect of ﬁber reinforcement on fracture behaviour of cementitious composite structures.",1,https://api.osf.io/v2/files/5cb509ce399269001813e5a3/,603,https://engrxiv.org/4avfr/,10.31224/osf.io/4avfr,,2019-04-16T00:11:07.323777,2019-04-16T00:11:24.621159
k7sjv,"Combining grid-tied PV and intelligent water heater control to reduce the energy costs at schools in South Africa","South Africa's escalating electricity rates are increasingly diverting educational resources to utility bills. Recent advances in solar PV affordability, the advent of the smartgrid and the capacitive nature of water heaters could be combined to enable new methods for electricity cost and efficiency management without affecting user comfort.
Control methods that combine excess PV energy dumping and real-time temperature-based prioritised scheduling were compared with the normally-employed thermostat control. In addition, the performance of an energy-optimising approach is compared with a peak demand optimising approach. The results show that peak demand limiting with a two-temperature thermostat provided the highest cost saving with a 30% reduction of the school's electricity cost and only a 0.2 percentage point reduction in the number of warm water events.",1,https://api.osf.io/v2/files/5cb4fb5ea3bc970017f03fa5/,752,https://engrxiv.org/k7sjv/,10.31224/osf.io/k7sjv,10.1016/j.esd.2019.03.004,2019-04-16T00:09:56.747138,2019-04-16T17:50:38.269239
zqadm,"Fracture Toughness of LixSi Alloys in Lithium Ion Battery","Fundamental understanding of the fracture toughness of the LixSi alloys is crucial for designing of Si based high-capacity and failure-resistant electrodes. In this study, molecular dynamics simulation informed continuum chemo-mechanical modelings with conservation integrals were conducted to derive fracture toughness of LixSi alloys. Our modeling results show reasonable agreement with available experimental data, revealing that the fracture toughness of LixSi alloys with low lithium concentration does not vary significantly with lithium concentration. In addition, we demonstrated that, if lithium redistribution caused by the stress gradient around crack tip needs to be considered, an appropriate chemo-mechanical path-independent J-integral should be used as the classic Rice's J-integral is path-dependent. The obtained fracture toughness of the LixSi alloys here provides guidance for the rational design of Si based electrodes, and the presented approach also sheds light for the evaluation of the fracture toughness of other energy materials at different charging/discharging levels.",1,https://api.osf.io/v2/files/5cb48e5339926900160f8384/,734,https://engrxiv.org/zqadm/,10.31224/osf.io/zqadm,,2019-04-15T14:35:40.274082,2020-07-16T21:15:01.252463
wfv2x,"POST-EVENT PLASTIC FAILURE ANALYSIS OF SHEAR FRAMES FROM THEIR PRE-EVENT ELASTIC RESPONSE","We demonstrate that plastic failure loads of shear frames can be inferred from their elastic ambient response. The interstory plastic mechanism force is derived for moment-resisting (rigid) frames as a function of two measured elastic (low-amplitude) frequencies. Structural health monitoring techniques are traditionally devised for “post-event” assessment of structures after exposure of a facility to a potentially damaging loading event such as strong earthquakes or blasts. The knowledge of induced damage, its location, and severity in an otherwise functioning
structure, as important as it is, may be too late for precautionary preparations. Naturally, one is interested in identiﬁcation of potential failure mechanisms and indicators prior to damaging events when a structure is responding to environmental loads elastically. Are post-event plastic failure loads identiﬁable from the pre-event ambient response? We answer this question by ﬁrst deriving interstory shear stiﬀness values from a set of measured ambient frequencies that are then incorporated into post-elastic equilibrium equations for a closed-form expression of failure loads as a function of measured frequencies. We test our procedure using a typical shear frame example as proof of concept. To extend the relevance and applicability of the proposed procedure we consider uncertainties associated with the measured and estimated quantities and assess their eﬀects in our model output. The closed-form solutions presented allow study of fully-stressed designs and we present the optimal stiﬀness distribution for such designs as another example. It is anticipated that temporal relevance of structural health monitoring techniques to “pre-event” assessment will be extended in the near future to such promising technologies as earthquake early warning systems.",1,https://api.osf.io/v2/files/5cb37563353c58001b9bdcff/,355,https://engrxiv.org/wfv2x/,10.31224/osf.io/wfv2x,,2019-04-15T13:34:27.266567,2019-04-15T13:35:05.666666
